Ionizable_Lipid_%,Helper_Lipid_%,PEG_Lipid_%,Phospholipid_%,LNP_Size_nm
39.34316588598749,37.2232504049484,7.23960432328311,16.193979385780988,121.66818903625517
33.54114631836397,39.43840004163259,6.773249388901875,20.247204251101568,121.89520573724961
34.8899892062548,44.895928991912534,9.676978360061097,10.537103441771572,122.69293993554564
45.85164813063039,35.73599703353365,5.727467894336423,12.68488694149953,122.67038789915054
55.51604476460964,26.16458461525314,4.166726047534539,14.152644572602679,124.61676316987086
45.82659888966874,38.561713062395064,8.062238991346577,7.549449056589615,123.15728031335027
49.6155802599254,24.084857740793094,1.6311360968053135,24.668425902476194,119.78558588446084
52.45093135192125,29.89979747314132,2.178243772740099,15.471027402197343,123.5497512437243
34.17676219613324,42.056659888761146,3.6664211723153777,20.10015674279024,126.08155687022752
46.24992515661306,23.61977789091935,9.694529940272787,20.435767012194795,111.32381576485906
46.21518835602204,30.100490054588246,5.068383441473252,18.61593814791646,121.02095606883809
47.51350583943934,28.999417932278952,9.647058371000421,13.84001785728128,117.61196772024851
41.50155110582999,33.32165168047573,2.449740553151866,22.7270566605424,122.13744772890084
32.29149271087166,38.868005974526405,7.8805096231739755,20.959991691427966,122.38734833321487
61.67191460005525,24.93065317492733,4.904903896953008,8.492528328064425,122.51929403211003
52.19165976643294,27.80522350239044,4.965765165557226,15.037351565619394,123.3125748593922
48.01414132776583,30.305903099682396,8.314088467448709,13.36586710510307,120.49059878502042
49.430766058241566,29.219969416765203,7.428812338843422,13.920452186149804,118.74861100751461
55.29207619891392,34.557039046782215,1.4872681870285234,8.663616567275332,127.61866798743311
44.42591305692491,33.9936472466796,10.329549028758823,11.250890667636682,119.08626211653774
48.62199428059769,40.347622868176444,3.5154425013871284,7.514940349838731,126.17195758358912
46.9958059750155,29.35661084326715,5.439568663274378,18.208014518442976,119.81021133150297
52.70738718545318,23.11617812623427,8.798854805828945,15.3775798824836,115.4161474289557
38.39018734672115,29.744749310657298,8.714462516286565,23.15060082633498,116.6664103217054
40.48191695994943,40.490469537448206,6.374361111787639,12.653252390814721,123.83157246058788
53.239716378573,24.172318686150373,5.178180365666751,17.409784569609872,118.0226398609465
40.89163127270548,39.419006322571605,9.657949874389232,10.0314125303337,118.25551706059528
47.69112663143329,25.658337578432278,8.02507954778917,18.625456242345255,117.49931863593085
41.46050316639096,33.61191763894726,12.058412925086447,12.869166269575343,117.79358815828947
53.333623061366154,22.240674345961672,6.311289375671696,18.114413217000465,115.662932084612
39.646852890289104,36.90813446343854,4.60231262229678,18.842700023975574,124.79576442399956
39.873024855018684,44.745940656036595,4.738412137285827,10.642622351658893,131.8854392682705
41.371222547064356,42.15908148541022,9.405048373914077,7.064647593611347,120.60942936563727
53.186953266903515,25.310805341876826,7.778854885561189,13.723386505658475,118.76260634259444
63.02313274758874,24.677380217513452,4.414292191838036,7.88519484305977,123.921775777911
53.85714047875181,30.727729598764064,5.697089599589706,9.718040322894431,120.25531050251065
33.632830970511925,38.915973124780244,9.336886852808098,18.11430905189974,118.10851922305147
43.40128334604284,31.80345086063941,7.530272288893883,17.264993504423874,117.42290550002339
51.11674756587217,22.499651187810006,2.5471322971490107,23.83646894916882,120.53104067538739
38.584725872701135,29.709264370557975,7.599514799680351,24.10649495706053,116.58316564395828
54.341534772743195,26.848358930356053,8.124680885586066,10.685425411314688,121.73486904638983
45.08912550182942,33.69633186666402,6.303419340043565,14.911123291463,120.44257479296834
44.68162712445604,37.25163965389103,4.612239132494464,13.454494089158455,124.64059835351185
50.414148138835515,28.97478538992394,7.241572363475039,13.369494107765517,120.90758285427734
47.610059533002094,30.04150810946528,2.774843228450812,19.573589129081817,120.73607502814033
48.94821213408408,32.85866246710448,7.764092501922253,10.429032896889188,122.52546298970208
31.016782483536286,39.26656339699868,4.941777959930666,24.774876159534365,121.17798398311139
55.239123107704145,26.198539843256796,2.512020525095295,16.050316523943774,119.6101877787403
55.276950274831464,32.28094364720787,5.834212246719713,6.607893831240949,123.81175196743038
47.94950253290105,29.640348880499623,6.192047993239862,16.21810059335948,118.40890555522485
42.42086941202798,26.90972066951845,8.6165843264279,22.052825592025684,117.79917899392018
46.838048401249175,28.64976093431142,6.353181605328509,18.159009059110893,127.58604416551788
59.86084346066871,28.251602209194083,4.624418225520147,7.263136104617065,122.3525917657605
46.176871344588925,32.4029290187327,3.7586722532367114,17.66152738344167,123.34538370511476
42.77757625750088,28.70789615847551,11.627922140937418,16.886605443086207,116.06127008436641
58.525603687815185,26.801099354674008,7.281024144019438,7.3922728134913545,118.58156637262977
36.77557780752483,35.699299683919726,6.837147725330964,20.68797478322447,117.05219159495103
59.31747925525285,27.994335042910635,5.452834240504107,7.235351461332416,122.96187145774228
31.563239945625977,40.277302337236435,8.746256240440308,19.413201476697285,118.80295259936769
40.84765735491259,29.44071121340207,6.997333242487398,22.714298189197937,118.02248466050922
47.54454802975205,24.43640316171898,9.158194043920384,18.86085476460858,120.47650715448295
46.340014786084296,27.153127622745654,4.574105826730963,21.93275176443908,122.16503379365341
50.73501560635499,37.213673962906284,2.357419129711584,9.69389130102714,128.22702748118965
51.37933731718767,25.50852124557607,6.302047802886958,16.810093634349297,120.79816751135206
41.03221891385166,33.43222013220529,5.347076953553338,20.18848400038972,120.83421870334702
40.66355841603521,32.063942454507995,5.45116861293782,21.821330516518987,121.15546289727054
53.793723436581885,25.14371219726647,1.7676385578019242,19.29492580834972,122.40962182124848
51.93535734342668,28.11446898289495,4.009370414025308,15.940803259653055,121.2680565179941
45.168050288673165,31.916044796733356,9.780773086506237,13.135131828087248,119.68515233966762
44.2734530276844,36.34318175197963,11.853603941918385,7.529761278417603,118.66872007673446
53.85810839975397,25.365839114854616,2.041650513119808,18.734401972271602,124.02875068037272
51.94364599626671,35.9944435103361,3.530936722923255,8.530973770473933,126.88198796242067
46.96609352447965,32.31625510149717,8.866361703494176,11.851289670529,122.78685902512487
39.7688137256075,38.17806567783508,8.626949307072538,13.426171289484886,120.68348322212385
46.65001975392794,31.16523397633031,1.7124161048223039,20.472330164919434,126.49612889036602
45.39814013948257,43.45959378987476,5.1619128847669415,5.9803531858757255,127.75428487523926
53.490785256204,20.42417461112756,3.625061759797403,22.459978372871024,118.92919923091158
52.56292253792515,31.103809131760734,3.9070698317195918,12.42619849859453,124.91056122530746
43.959804958787785,30.705806662970797,7.117783902593218,18.216604475648193,119.8497004359932
35.07843786791442,34.264480725576306,5.499213433716737,25.157867972792523,119.05389113316933
47.463851595913894,26.165131335808205,2.678339603774853,23.692677464503046,119.3238914336891
36.28418513267373,37.95338154426527,1.846235762550847,23.916197560510156,125.6131607641207
51.54261530238845,21.77711281600668,1.7757821407713288,24.904489740833537,117.23544150102359
44.117589340908424,31.59309119932296,8.01003242755733,16.279287032211283,116.99911646255566
47.39174523851749,24.873694115743756,9.176197259452273,18.558363386286484,118.12479699630805
42.37770748714097,37.94946806774344,1.4011304969843208,18.271693948131272,126.28972017318247
42.76104512950433,30.19449969887068,2.7766947061594003,24.267760465465578,123.02213508012291
52.41499764889588,24.48437005851698,3.1800700159448523,19.92056227664229,123.8826203754759
36.17277393304436,38.692081630140606,1.0932183720802215,24.041926064734817,126.3728495420519
36.409484820337426,35.12461350620121,10.990155555210503,17.475746118250857,118.27529518560536
46.36043189292936,32.16550358446596,4.828262138158859,16.645802384445815,124.20252216136491
35.105011989356264,28.67561580975711,10.693450414606012,25.52592178628062,115.30942406546292
49.438588449119905,36.683129949159,3.9583185953402342,9.91996300638087,121.60650005857973
45.87730274430847,20.814097138081173,9.433882133971785,23.874717983638565,112.8706697941577
47.733160249890304,28.78513999722469,3.5470854659614144,19.934614286923587,120.01412142631685
46.66825053100794,29.67307365939214,7.772801896331282,15.885873913268625,120.4903441411119
44.61748718218796,26.14678918455009,8.659922103800765,20.57580152946118,119.15981900787476
58.68425629383497,22.647870850757197,6.247736509707121,12.420136345700714,118.37379347411192
49.720774143296474,30.996805080780355,7.18917776795607,12.093243007967116,117.9401953906871
30.979911915612114,36.45732358528434,8.129442850042528,24.43332164906103,118.34822841983153
48.768265241959746,25.327826131115632,6.448976234278349,19.454932392646278,117.64804943042428
46.88780868317116,24.332850614070445,10.329182824161128,18.450157878597267,116.59217721386777
41.40575796620871,37.55799142512147,7.372698058845921,13.663552549823892,123.3011564944541
41.927686500032685,32.585162360119,5.222867190829604,20.26428394901871,120.04742509245517
46.68067351776036,31.301550673088613,8.913458133655991,13.10431767549504,120.92958705907307
61.66760769112264,29.26333984109113,2.6867860330081426,6.382266434778083,128.0903829540299
44.7235771560957,35.099196087523865,5.000455472640246,15.176771283740207,122.95522652250781
44.052572994396535,34.599317499911855,4.431363696335207,16.9167458093564,124.88643964262603
46.28265507202364,32.29909394417253,1.9248874474170146,19.493363536386816,120.84438063933047
43.60691897476513,39.44943423243315,5.412814486338261,11.530832306463466,125.08731682157341
58.99217147942398,29.859534197857357,2.0258397964416615,9.122454526276996,126.24589400914218
41.26672588843194,31.323698374576498,10.557597290771021,16.85197844622052,115.70087641785732
60.99251324422088,28.585810901374526,3.3291446553766137,7.092531199027991,123.4334060695606
48.116093648853095,29.670714503554198,2.842139381398062,19.371052466194655,121.16754668818417
41.21209203778019,31.071786200911415,6.298257236201284,21.4178645251071,118.59990615030583
52.67198292281198,36.00103636819545,1.4522272546323316,9.87475345436024,128.09153823734917
53.65012310661902,34.6193781245942,2.6343742036884157,9.096124565098364,125.90898576710457
48.04882563429499,27.09696640819895,5.109765559912819,19.744442397593243,115.48854666553962
35.96534153566974,28.966947877375077,8.580830807571568,26.486879779383614,122.68580537818903
42.68951115000138,37.20549636931255,7.446119339241972,12.658873141444094,124.91212863398052
48.6640648174851,35.204308704636865,1.508898584686248,14.622727893191792,125.13648239651866
34.87349251976261,39.25196081669959,6.584114730975934,19.290431932561862,120.48711406648796
53.05524258687866,29.622733569269265,1.7616989974322594,15.560324846419807,127.41164405809032
52.81770726779745,27.73294647731655,4.370527948056879,15.07881830682912,122.88551801075296
44.99981842501285,28.63033317473657,3.8320762376491215,22.537772162601442,118.21874938214309
48.9406277502427,34.139618531110024,4.758245912209288,12.161507806437992,125.1289257416591
41.01293962503683,29.612335135869156,2.9499102498820875,26.424814989211924,121.33585259890235
43.654301088908504,40.905439452077765,2.0720674524930573,13.36819200652068,126.27843923950269
51.41953702018199,32.47015410864914,7.269987203426806,8.840321667742058,123.15882651155364
54.72856742318542,29.439363964425624,5.809831120849573,10.022237491539384,120.22438630474304
56.32487360884571,25.189924130813363,4.151954084265125,14.333248176075811,118.1136794608504
38.944022079557975,37.5086416850279,4.189191061102769,19.35814517431136,124.12578051508666
45.51696499688636,38.93461519478388,7.614407861591076,7.9340119467386865,122.28122914924666
32.95613298313939,41.11525151574398,4.030185719890779,21.898429781225847,123.96162983410576
39.19768035794217,35.02251473439014,8.16675268867446,17.61305221899324,115.50745282532425
36.18443635921522,34.50740953487122,7.578795247950841,21.729358857962726,118.3495243795672
39.030873873175196,40.0589622890014,10.929764192686978,9.980399645136421,121.45097697846936
44.04774985392835,34.351560765858494,2.1056288007393933,19.49506057947377,124.41059860248714
43.38431558341215,28.008915251024103,2.982714821878184,25.624054343685565,121.4712415628604
39.1319687362696,36.04008679183679,4.350464557025437,20.47747991486818,127.38696000624793
49.679811648233525,31.688639008775787,5.942283139915829,12.689266203074876,122.2517487084642
38.79602036547224,39.871868507091115,4.6755208693244015,16.656590258112246,128.24270042959594
49.50690529632289,28.118602305602998,1.7762694907890386,20.598222907285063,119.93774802603296
37.0260012932638,38.87018771133997,7.128977034431823,16.9748339609644,124.85041598007751
53.50571692524985,33.687294599324915,2.2272466185007516,10.5797418569245,127.86911434670047
33.4111740875345,33.8333891268537,8.472010624714246,24.283426160897566,116.80355535428747
40.017413822531964,36.203461430026906,1.9835398227597212,21.795584924681418,124.37533971527726
54.230401917915295,23.13123205192305,3.080961961219676,19.55740406894198,118.60559180124817
47.9902726510793,30.526143171738028,6.7385244589285795,14.745059718254092,119.27043304252057
38.16345306850224,41.092983618920734,6.729353487445443,14.014209825131573,121.6522609240707
43.03789207029001,38.21552098338395,2.3355398006445682,16.41104714568147,131.2055189845969
32.6047360702079,39.969548097943644,10.022751833555347,17.4029639982931,120.75051252683065
48.58427003758836,36.70102210297869,7.030130971683237,7.684576887749725,127.61333546894714
38.708502096088665,31.464882021887092,8.524967485610652,21.30164839641358,121.05000103110484
44.67260844651138,22.85171297379085,10.123597978302266,22.352080601395503,114.39766921379373
53.68970409857352,31.46827570582466,1.678966191875776,13.163054003726065,127.65308199444347
59.34140634339137,22.045155564940686,4.39034012610445,14.223097965563507,121.90299614340978
45.376680842417514,30.26476394026833,8.580382534156138,15.778172683158036,119.20612455250078
47.972054259353015,37.93142406493193,2.9611419085768658,11.135379767138183,121.3896644533073
52.913916077529045,25.098484914524473,5.734225489957497,16.253373517988962,119.58290064575792
33.58795094938918,36.768412060303106,2.8758990267558406,26.767737963551873,122.83847942286623
34.301124434677824,42.07248238823429,5.8148328249047205,17.81156035218316,122.19451456862653
34.47307187135074,37.689590419196726,3.111238646110639,24.726099063341884,122.72534238244167
42.63556069345015,40.36622751411778,8.341019393899431,8.657192398532636,122.61189637692848
52.289904080218776,28.533240131096115,5.614720815411661,13.562134973273446,123.84793877734006
38.09566502862397,25.98382359909354,9.624789686391953,26.295721685890538,110.6893905286201
47.58254869286726,29.35258627670429,7.848943217639663,15.215921812788787,121.35479373263674
40.13669344365017,31.83468888215002,4.011565903762207,24.01705177043761,124.08085377753603
44.05201454884659,31.798702027867165,11.807051656728717,12.342231766557523,115.18126731188177
37.71193473566248,28.428029507177172,8.575709057383902,25.284326699776443,118.03697312663552
55.48210141827133,28.236563191482794,7.086270793292439,9.195064596953442,122.14914191935698
50.229965464228485,35.88348304215072,4.74527036476237,9.141281128858418,124.52147951643566
37.4068677029227,33.415072591995205,5.058378253972349,24.119681451109738,120.10843684316066
46.04812026645643,33.6303318145669,7.693622999769822,12.627924919206846,123.50663461238662
50.43749844505907,29.17926128254863,6.178259608722418,14.204980663669902,121.3922094994579
53.294412776674704,22.968724039743677,8.880571675939024,14.856291507642602,116.62147534590257
55.12227527292243,34.91136866410257,4.681333036270532,5.28502302670448,126.28694310265759
49.94587136815434,25.6411118188111,2.2975148969795174,22.115501916055045,118.01088445953546
57.777294360346346,29.614376770586514,2.470093638217605,10.138235230849538,125.27228158462732
39.0963049871938,31.794863207457457,7.019828555609966,22.089003249738763,117.54804991257146
44.32933218837323,24.76568286645987,2.7337539992199655,28.171230945946945,120.12051494000036
44.79776323663011,31.06909631114176,2.4055548399500624,21.72758561227808,125.0161498668179
52.01059925481866,33.802912425252444,6.928853337493621,7.257634982435289,124.18158210203202
40.332175230094045,39.80956245749912,3.983238023862949,15.875024288543912,124.12978583414365
45.921936382762,32.205798510023456,8.87466508191824,12.997600025296299,118.0636897047493
47.290843538734634,36.70369244057095,7.194659274920966,8.810804745773462,128.7579834927546
45.118496897697696,36.819490434763104,9.269601201418196,8.792411466120996,126.99185295260776
47.703984717364065,42.21095772405706,2.335166214268175,7.749891344310692,129.05305627749115
